policy,candidate_id,pipeline,position,rewrite_kind,left,right,context_id,optimizer_score,contract_admitted,eligible,selected,oracle_safe,decision_correct,reasons,contract_sha256,evidence_class,oracle_evidence
fail_closed,warps:0:random_affine->random_perspective,warps,0,adjacent_swap,random_affine,random_perspective,h3/float/float,1.0,False,False,False,False,True,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,trial=1000:value_or_signature_mismatch
fail_closed,warps:1:random_perspective->resize,warps,1,adjacent_swap,random_perspective,resize,h3/float/float,1.0,False,False,False,False,True,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,trial=1000:value_or_signature_mismatch
fail_closed,warps:2:resize->color_jitter,warps,2,adjacent_swap,resize,color_jitter,h3/float/float,1.0,False,False,False,False,True,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,trial=1000:value_or_signature_mismatch
fail_closed,warps:3:color_jitter->normalize,warps,3,adjacent_swap,color_jitter,normalize,h3/float/float,1.0,False,False,False,False,True,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,trial=1000:value_or_signature_mismatch
fail_closed,dtype_boundary:0:to_float->normalize,dtype_boundary,0,adjacent_swap,to_float,normalize,h3/uint8/uint8,1.0,False,False,False,False,True,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,trial=1000:exception:TypeError
fail_closed,dtype_boundary:1:normalize->hflip,dtype_boundary,1,adjacent_swap,normalize,hflip,h3/uint8/float,1.0,False,False,False,True,False,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,no_counterexample_in_48_trials
fail_closed,dtype_boundary:2:hflip->color_jitter,dtype_boundary,2,adjacent_swap,hflip,color_jitter,h3/uint8/float,1.0,False,False,False,True,False,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,no_counterexample_in_48_trials
fail_closed,uint8_photo:0:random_posterize->random_equalize,uint8_photo,0,adjacent_swap,random_posterize,random_equalize,h3/uint8/uint8,1.0,False,False,False,False,True,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,trial=1000:value_or_signature_mismatch
fail_closed,uint8_photo:1:random_equalize->random_autocontrast,uint8_photo,1,adjacent_swap,random_equalize,random_autocontrast,h3/uint8/uint8,1.0,False,False,False,True,False,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,no_counterexample_in_48_trials
fail_closed,foreign_rng:0:python_gamma->numpy_offset,foreign_rng,0,adjacent_swap,python_gamma,numpy_offset,h3/float/float,1.0,False,False,False,False,True,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,trial=1000:value_or_signature_mismatch
fail_closed,foreign_rng:1:numpy_offset->hflip,foreign_rng,1,adjacent_swap,numpy_offset,hflip,h3/float/float,1.0,False,False,False,True,False,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,no_counterexample_in_48_trials
fail_closed,foreign_rng:2:hflip->fixed_blur,foreign_rng,2,adjacent_swap,hflip,fixed_blur,h3/float/float,1.0,False,False,False,True,False,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,no_counterexample_in_48_trials
fail_closed,hidden_state:0:stateful_offset->resize,hidden_state,0,adjacent_swap,stateful_offset,resize,h3/float/float,1.0,False,False,False,False,True,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,manual_unsafe_hidden_or_external_state
fail_closed,hidden_state:1:resize->hflip,hidden_state,1,adjacent_swap,resize,hflip,h3/float/float,1.0,False,False,False,True,False,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,no_counterexample_in_48_trials
fail_closed,hidden_state:2:hflip->normalize,hidden_state,2,adjacent_swap,hflip,normalize,h3/float/float,1.0,False,False,False,True,False,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,no_counterexample_in_48_trials
fail_closed,external_state:0:external_env->center_crop,external_state,0,adjacent_swap,external_env,center_crop,h3/float/float,1.0,False,False,False,False,True,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,manual_unsafe_hidden_or_external_state
fail_closed,external_state:1:center_crop->color_jitter,external_state,1,adjacent_swap,center_crop,color_jitter,h3/float/float,1.0,False,False,False,False,True,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,trial=1000:value_or_signature_mismatch
fail_closed,external_state:2:color_jitter->random_erasing,external_state,2,adjacent_swap,color_jitter,random_erasing,h3/float/float,1.0,False,False,False,False,True,missing_contract,bd6a4b12aa18c6d3d1f5ce596e159956ef0ea8cafd2adcd50c3ebda59fcabd87,safety_lower_bound,trial=1001:value_or_signature_mismatch
registry_only,classification_a:0:resize->fixed_blur,classification_a,0,adjacent_swap,resize,fixed_blur,h3/float/float,1.0,False,False,False,False,True,fixed_blur:stateful_or_unknown,3052d49ae407f0bae06e46f582bf150d5d55944348bc03855041aa5e7224d972,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,classification_a:1:fixed_blur->hflip,classification_a,1,adjacent_swap,fixed_blur,hflip,h3/float/float,1.0,False,False,False,True,False,fixed_blur:stateful_or_unknown,9ed63182042a1cfd8c68a208aca501490305568d3dfbe99d024079f0f6f18ab2,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,classification_a:2:hflip->color_jitter,classification_a,2,adjacent_swap,hflip,color_jitter,h3/float/float,1.0,True,True,True,True,True,none,90add61911f7df47830dc68d5f9c1b7db1996eec5aaf31b71da694b2a60ef80d,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,classification_a:3:color_jitter->normalize,classification_a,3,adjacent_swap,color_jitter,normalize,h3/float/float,1.0,False,False,False,False,True,trial=0:value_or_signature_mismatch,e344f611f2c40149b6585713bb2d42541b1f288a18ecfa3a88e01fb02d571f95,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,classification_b:0:pad->random_crop,classification_b,0,adjacent_swap,pad,random_crop,h3/float/float,1.0,False,False,False,False,True,pad:stateful_or_unknown,b9a8b439043b0ce26812ef83ae4e661574d523067602e8a631a05cca59913c82,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,classification_b:1:random_crop->random_resized_crop,classification_b,1,adjacent_swap,random_crop,random_resized_crop,h3/float/float,1.0,False,False,False,False,True,random_resized_crop:stateful_or_unknown,897015260546b7ae13829462e9397075ed60e72600d06f5a029c2af6259226a7,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,classification_b:2:random_resized_crop->vflip,classification_b,2,adjacent_swap,random_resized_crop,vflip,h3/float/float,1.0,False,False,False,False,True,random_resized_crop:stateful_or_unknown,85c62615fa4fdac4b25c4e7b5fdac65074e09dd1a1499fa756a0b1a9539a919a,registry_only_effect_contract_plus_validator,trial=1003:value_or_signature_mismatch
registry_only,classification_b:3:vflip->random_solarize,classification_b,3,adjacent_swap,vflip,random_solarize,h3/float/float,1.0,False,False,False,True,False,vflip:stateful_or_unknown,f04a4c754c6c41c3363e7036ff9a55c705fc853cc6bb374e6b9f19a11a89cdbb,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,classification_b:4:random_solarize->normalize,classification_b,4,adjacent_swap,random_solarize,normalize,h3/float/float,1.0,False,False,False,False,True,random_solarize:stateful_or_unknown,5012e9ef2ec7eac90337841d866c628ab1035d53cce4fd785ac303d66e95d805,registry_only_effect_contract_plus_validator,trial=1002:value_or_signature_mismatch
registry_only,geometry:0:center_crop->resize,geometry,0,adjacent_swap,center_crop,resize,h3/float/float,1.0,False,False,False,False,True,center_crop:stateful_or_unknown,cc0a461851fbab816e3ef8cdf907061c4860178ed83b1900f52f9819cd36a1c5,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,geometry:1:resize->random_rotation,geometry,1,adjacent_swap,resize,random_rotation,h3/float/float,1.0,False,False,False,False,True,random_rotation:stateful_or_unknown,44d9238fc3d419041bab3edc138750f6d6d5f6bdbab5c78d896edccdb45c4656,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,geometry:2:random_rotation->random_sharpness,geometry,2,adjacent_swap,random_rotation,random_sharpness,h3/float/float,1.0,False,False,False,False,True,random_rotation:stateful_or_unknown,c9fbd5fc595ab229a4f447df3f65b871faaa8f98b5cd63096f68c54a804751d8,registry_only_effect_contract_plus_validator,trial=1002:value_or_signature_mismatch
registry_only,geometry:3:random_sharpness->variable_blur,geometry,3,adjacent_swap,random_sharpness,variable_blur,h3/float/float,1.0,False,False,False,False,True,random_sharpness:stateful_or_unknown,7c343c6786b5c12c17802f6912ae6d64ad2300fb2264275980c3ffb18f353955,registry_only_effect_contract_plus_validator,trial=1002:value_or_signature_mismatch
registry_only,geometry:4:variable_blur->normalize,geometry,4,adjacent_swap,variable_blur,normalize,h3/float/float,1.0,False,False,False,True,False,variable_blur:stateful_or_unknown,9ffcd5d593a680bcf525ad5f839c75c522cdb1b258c1fd48acb25a034550a4f7,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,equivariant:0:identity->hflip,equivariant,0,adjacent_swap,identity,hflip,h3/float/float,1.0,True,True,True,True,True,none,595ea41c4aa03a508abf6785c03769805106879bfba9c0f82cd2e04d590593d5,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,equivariant:1:hflip->vflip,equivariant,1,adjacent_swap,hflip,vflip,h3/float/float,1.0,False,False,False,True,False,vflip:stateful_or_unknown,e6fd6dcc6894d6356b956b09e97f81f830888d512d02e86294b67b7d587f9e3f,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,equivariant:2:vflip->random_grayscale,equivariant,2,adjacent_swap,vflip,random_grayscale,h3/float/float,1.0,False,False,False,True,False,vflip:stateful_or_unknown,5ff2be6db7e44a1139ba3b96069a2b6294afe3ed20fbdc542f6414ab6d734c21,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,equivariant:3:random_grayscale->random_invert,equivariant,3,adjacent_swap,random_grayscale,random_invert,h3/float/float,1.0,False,False,False,False,True,random_grayscale:stateful_or_unknown,0fa1cc3f7c6e55aa0d23ddc1844405b998e6e6582fe876a8f08a3e8c22783fc2,registry_only_effect_contract_plus_validator,trial=1001:value_or_signature_mismatch
registry_only,equivariant:4:random_invert->rgb,equivariant,4,adjacent_swap,random_invert,rgb,h3/float/float,1.0,False,False,False,True,False,random_invert:stateful_or_unknown,6cc860a0776e57f2dcb8c83f0c2477a6b5ade2b3780aa7b1d63e7f2d5729b25f,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,warps:0:random_affine->random_perspective,warps,0,adjacent_swap,random_affine,random_perspective,h3/float/float,1.0,False,False,False,False,True,random_affine:stateful_or_unknown,81bbf75dca0fd86d850c2e0037976e9993ce4cbb85b89c9c06b477079fc5144d,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,warps:1:random_perspective->resize,warps,1,adjacent_swap,random_perspective,resize,h3/float/float,1.0,False,False,False,False,True,random_perspective:stateful_or_unknown,86c6b4cdaddaf6c56ea7cc0c1b49aa8346e0c464dac3c711c2435d7c78e364b9,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,warps:2:resize->color_jitter,warps,2,adjacent_swap,resize,color_jitter,h3/float/float,1.0,False,False,False,False,True,trial=0:value_or_signature_mismatch,ac2901521ad71bbb9dc9731ef4aa0c2fe331cbc2bedaba7a4bf85328ec1b2e63,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,warps:3:color_jitter->normalize,warps,3,adjacent_swap,color_jitter,normalize,h3/float/float,1.0,False,False,False,False,True,trial=0:value_or_signature_mismatch,1d0bd1319920591899f8a385bfc2b6f665ad8f498d60261b17bd8162b1ac60bb,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,dtype_boundary:0:to_float->normalize,dtype_boundary,0,adjacent_swap,to_float,normalize,h3/uint8/uint8,1.0,False,False,False,False,True,to_float:stateful_or_unknown,98a33b26fae422bcbdb6365d9ca59697ec76e3e3682d0635d51ba388231a27ca,registry_only_effect_contract_plus_validator,trial=1000:exception:TypeError
registry_only,dtype_boundary:1:normalize->hflip,dtype_boundary,1,adjacent_swap,normalize,hflip,h3/uint8/float,1.0,True,True,True,True,True,none,258a818f20e09850934308ebd3f3121e86059eea83c4001387f49d3d11609916,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,dtype_boundary:2:hflip->color_jitter,dtype_boundary,2,adjacent_swap,hflip,color_jitter,h3/uint8/float,1.0,True,True,False,True,True,none,8dd50725ff7ab8f2332c257890c2ab9f072da7f4e8e2800e6291f5f1ab6d366c,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,uint8_photo:0:random_posterize->random_equalize,uint8_photo,0,adjacent_swap,random_posterize,random_equalize,h3/uint8/uint8,1.0,False,False,False,False,True,random_posterize:stateful_or_unknown,f5df9ac58d431cf81a35ac6e85791bfe6b4dfadd9426481249ae0f731f6cda2b,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,uint8_photo:1:random_equalize->random_autocontrast,uint8_photo,1,adjacent_swap,random_equalize,random_autocontrast,h3/uint8/uint8,1.0,False,False,False,True,False,random_equalize:stateful_or_unknown,fdd70905905faa0306ebe9e0e47c2bd30fad04b8aadd95ff2a90bbf5ae04e778,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,foreign_rng:0:python_gamma->numpy_offset,foreign_rng,0,adjacent_swap,python_gamma,numpy_offset,h3/float/float,1.0,False,False,False,False,True,python_gamma:stateful_or_unknown,fe684615f3a10e3126ab3a30a604a75f7fd05b3c6b1e204a973841099855c7dc,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,foreign_rng:1:numpy_offset->hflip,foreign_rng,1,adjacent_swap,numpy_offset,hflip,h3/float/float,1.0,False,False,False,True,False,numpy_offset:stateful_or_unknown,959445e7293c5150d962e2969af6d2269a07be978f0002113ee12dec21305ece,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,foreign_rng:2:hflip->fixed_blur,foreign_rng,2,adjacent_swap,hflip,fixed_blur,h3/float/float,1.0,False,False,False,True,False,fixed_blur:stateful_or_unknown,013ba147efbd601ef34407bc5098f242dd96931ecb4f4be3dca0286ccfef5d06,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,hidden_state:0:stateful_offset->resize,hidden_state,0,adjacent_swap,stateful_offset,resize,h3/float/float,1.0,False,False,False,False,True,stateful_offset:stateful_or_unknown,a9ef241f0403b84407f433738e4e3911657e73a229049d7436ffc25d7af489c6,registry_only_effect_contract_plus_validator,manual_unsafe_hidden_or_external_state
registry_only,hidden_state:1:resize->hflip,hidden_state,1,adjacent_swap,resize,hflip,h3/float/float,1.0,True,True,True,True,True,none,fe1b6b45af2d92db567f422f52365b126f972c551dd48bc103b1eada22c65a6f,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,hidden_state:2:hflip->normalize,hidden_state,2,adjacent_swap,hflip,normalize,h3/float/float,1.0,True,True,False,True,True,none,2c8cd65ed359e495a12939ea8b043f5b25f1925943267580cd0908a05a645c63,registry_only_effect_contract_plus_validator,no_counterexample_in_48_trials
registry_only,external_state:0:external_env->center_crop,external_state,0,adjacent_swap,external_env,center_crop,h3/float/float,1.0,False,False,False,False,True,external_env:stateful_or_unknown,123be799923781dce5275eed63c582657d299a991c5d7e190809911ace419374,registry_only_effect_contract_plus_validator,manual_unsafe_hidden_or_external_state
registry_only,external_state:1:center_crop->color_jitter,external_state,1,adjacent_swap,center_crop,color_jitter,h3/float/float,1.0,False,False,False,False,True,center_crop:stateful_or_unknown,1a139d9fbbda1da67ee177a6f21889005bd631475543fba4a08ccfba1d046ef3,registry_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
registry_only,external_state:2:color_jitter->random_erasing,external_state,2,adjacent_swap,color_jitter,random_erasing,h3/float/float,1.0,False,False,False,False,True,random_erasing:stateful_or_unknown,7ab6b30943ae123c2e01ca35375f290b171315b31f889d510808db5c61d767f1,registry_only_effect_contract_plus_validator,trial=1001:value_or_signature_mismatch
static_only,classification_a:0:resize->fixed_blur,classification_a,0,adjacent_swap,resize,fixed_blur,h3/float/float,1.0,False,False,False,False,True,trial=0:value_or_signature_mismatch,d999b2a7081e39e79eed79c7e568c41af2ed063078b31b2b1122e13040c8c84f,static_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
static_only,classification_a:1:fixed_blur->hflip,classification_a,1,adjacent_swap,fixed_blur,hflip,h3/float/float,1.0,True,True,True,True,True,none,2e1cae493c95a66207ef5b0da6bb6b297aaac1cf15e1b80a4b1c798982d454cb,static_only_effect_contract_plus_validator,no_counterexample_in_48_trials
static_only,classification_a:2:hflip->color_jitter,classification_a,2,adjacent_swap,hflip,color_jitter,h3/float/float,1.0,True,True,False,True,True,none,ea8e75889ab08f8f8de9117bcf3fbd69f9cafddae34da20dc397c4d9dbdc9d47,static_only_effect_contract_plus_validator,no_counterexample_in_48_trials
static_only,classification_a:3:color_jitter->normalize,classification_a,3,adjacent_swap,color_jitter,normalize,h3/float/float,1.0,False,False,False,False,True,trial=0:value_or_signature_mismatch,6367f6c0ebce30f7b5b668adaafb951094ca8fd7c9879f1d06fb7325b10a96b6,static_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
static_only,classification_b:0:pad->random_crop,classification_b,0,adjacent_swap,pad,random_crop,h3/float/float,1.0,False,False,False,False,True,trial=0:value_or_signature_mismatch,85f25a7351fdba7f544f4f2e45f18b46103d48ce0427a3ee7abffbfc212256ad,static_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
static_only,classification_b:1:random_crop->random_resized_crop,classification_b,1,adjacent_swap,random_crop,random_resized_crop,h3/float/float,1.0,False,False,False,False,True,trial=0:value_or_signature_mismatch,5011cfdb6bb9b39b684a65fae3b7839b85dbba081f3671fb88dfb7066c2b90d5,static_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
static_only,classification_b:2:random_resized_crop->vflip,classification_b,2,adjacent_swap,random_resized_crop,vflip,h3/float/float,1.0,False,False,False,False,True,trial=2:value_or_signature_mismatch,eeb8d20b7c57aac3a01144d1eaae6ac09e59d44b8c5e6ae7feedfc63607a958b,static_only_effect_contract_plus_validator,trial=1003:value_or_signature_mismatch
static_only,classification_b:3:vflip->random_solarize,classification_b,3,adjacent_swap,vflip,random_solarize,h3/float/float,1.0,True,True,True,True,True,none,44a36cb2219d0ea7f27ebf076fbfebad4aa79893b221ce1615f206ae02148b64,static_only_effect_contract_plus_validator,no_counterexample_in_48_trials
static_only,classification_b:4:random_solarize->normalize,classification_b,4,adjacent_swap,random_solarize,normalize,h3/float/float,1.0,False,False,False,False,True,trial=0:value_or_signature_mismatch,edb763dec6e403e28630407c7b060fe12142821367747735929b2de5f0f366f5,static_only_effect_contract_plus_validator,trial=1002:value_or_signature_mismatch
static_only,geometry:0:center_crop->resize,geometry,0,adjacent_swap,center_crop,resize,h3/float/float,1.0,False,False,False,False,True,trial=0:value_or_signature_mismatch,6d644b26a67027011bb01854429aa73f00f9c845049316750beeed3331ffc494,static_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
static_only,geometry:1:resize->random_rotation,geometry,1,adjacent_swap,resize,random_rotation,h3/float/float,1.0,False,False,False,False,True,trial=0:value_or_signature_mismatch,369c5431ae04a02a94bcc2eab493274c8ec4f84dd41b2c3a2bae05c41c774f5a,static_only_effect_contract_plus_validator,trial=1000:value_or_signature_mismatch
static_only,geometry:2:random_rotation->random_sharpness,geometry,2,adjacent_swap,random_rotation,random_sharpness,h3/float/float,1.0,False,False,False,False,True,trial=0:value_or_signature_mismatch,c5049d68467b0e59c549476957cc9eced77865a491c97488f572498366efb6dc,static_only_effect_contract_plus_validator,trial=1002:value_or_signature_mismatch
static_only,geometry:3:random_sharpness->variable_blur,geometry,3,adjacent_swap,random_sharpness,variable_blur,h3/float/float,1.0,False,False,False,False,True,trial=0:value_or_signature_mismatch,8528dac571ed6b58872a6a04982e8d618d3dc6b04f129a887b8ff2d73fbb8870,static_only_effect_contract_plus_validator,trial=1002:value_or_signature_mismatch
static_only,geometry:4:variable_blur->normalize,geometry,4,adjacent_swap,variable_blur,normalize,h3/float/float,1.0,True,True,True,True,True,none,c277f0de5c837d2eac4b08712883e4a6695b425d3f21adcccb91d7473874e0dd,static_only_effect_contract_plus_validator,no_counterexample_in_48_trials
static_only,equivariant:0:identity->hflip,equivariant,0,adjacent_swap,identity,hflip,h3/float/float,1.0,True,True,True,True,True,none,6961033508cc2af93b6eafb2319d5ff00b103a521ee48aaec1f3f9dc618cae7d,static_only_effect_contract_plus_validator,no_counterexample_in_48_trials
